Id_Provincia,Provincia,Id_Partido,Partido,Id_Localidad,Localidad,ADSL,Cablemódem,Dial Up,Fibra óptica,Satelital,Wireless,Telefonía Fija,3G,4G,Link,Latitud,Longitud
1,BUENOS AIRES,1,25 de Mayo,1,25 de Mayo,SI,SI,None,None,SI,SI,SI,SI,SI,6854100.0,-35.4339385892588,-60.1731209454056
1,BUENOS AIRES,1,25 de Mayo,2,Agustín Mosconi,None,None,None,None,None,None,SI,None,None,6854010.0,-35.7392169542026,-60.5590634621789
1,BUENOS AIRES,1,25 de Mayo,3,Del Valle,SI,None,None,None,SI,None,None,SI,None,6854020.0,-35.8973453887603,-60.7316089512944
1,BUENOS AIRES,1,25 de Mayo,4,Ernestina,SI,None,None,None,None,None,SI,None,None,6854030.0,-35.2702340519789,-59.5575034078873
1,BUENOS AIRES,1,25 de Mayo,5,Gobernador Ugarte,None,None,None,None,None,SI,None,None,None,6854040.0,-35.1643973648093,-60.0813577815069
1,BUENOS AIRES,1,25 de Mayo,6,Lucas Monteverde,None,None,None,None,None,SI,None,None,None,6854050.0,-35.4838272164734,-59.9880647932831
1,BUENOS AIRES,1,25 de Mayo,7,Norberto de la Riestra,None,SI,None,SI,None,SI,SI,SI,SI,6854060.0,-35.2727788695321,-59.7719327250509
1,BUENOS AIRES,1,25 de Mayo,8,Pedernales,SI,None,None,SI,None,SI,SI,None,SI,6854070.0,-35.2666085074294,-59.6306574695384
1,BUENOS AIRES,1,25 de Mayo,9,San Enrique,None,None,None,None,None,None,SI,None,None,6854080.0,-35.7785028686085,-60.3546454811901
1,BUENOS AIRES,1,25 de Mayo,10,Valdés,None,None,None,None,None,None,SI,None,SI,6854090.0,-35.6488128268597,-60.4672591673156
1,BUENOS AIRES,2,9 de Julio,11,12 de Octubre,None,None,None,None,None,SI,SI,None,None,6588030.0,-35.607730780146,-60.9182929927645
1,BUENOS AIRES,2,9 de Julio,12,9 de Julio,SI,SI,SI,SI,None,SI,SI,SI,SI,6588100.0,-35.4447435053964,-60.8843433362719
1,BUENOS AIRES,3,Alberti,13,Villa María,None,None,None,None,None,None,None,None,None,6021060.0,-34.8881255447686,-60.3469385614883
1,BUENOS AIRES,3,Alberti,14,Villa Ortiz (Est. Coronel Mom),None,None,None,None,None,SI,SI,SI,SI,6021070.0,-34.8435329449862,-60.3048498633642
1,BUENOS AIRES,4,Almirante Brown,15,Adrogué,SI,SI,SI,SI,SI,SI,SI,SI,SI,6028010.0,-34.8015580737331,-58.3914677191541
1,BUENOS AIRES,4,Almirante Brown,16,Burzaco,SI,SI,SI,SI,SI,SI,SI,SI,SI,6028010.0,-34.8315415891783,-58.3986874871405
1,BUENOS AIRES,4,Almirante Brown,17,Claypole,SI,SI,SI,SI,None,SI,SI,SI,SI,6028010.0,-34.8044759080477,-58.3447825531042
1,BUENOS AIRES,4,Almirante Brown,18,Don Orione,None,SI,None,None,None,SI,None,SI,SI,6028010.0,-34.8210751643113,-58.3447457989957
1,BUENOS AIRES,4,Almirante Brown,19,Glew,SI,SI,SI,SI,None,SI,SI,SI,SI,6028010.0,-34.8860114180413,-58.3818301842512
1,BUENOS AIRES,4,Almirante Brown,20,Jose Mármol,None,SI,SI,SI,None,SI,SI,SI,SI,6028010.0,-34.7851442510713,-58.3681475603787
1,BUENOS AIRES,5,La Matanza,21,Gonzalez Catán,SI,SI,SI,SI,SI,SI,SI,SI,SI,6427010.0,-34.7724652485211,-58.6404861634561
1,BUENOS AIRES,5,La Matanza,22,Gregorio De Laferrere,SI,SI,SI,SI,None,SI,SI,SI,SI,6427010.0,-34.7468379962284,-58.5925328858169
1,BUENOS AIRES,5,La Matanza,23,Isidro Casanova,SI,SI,SI,SI,None,SI,SI,SI,SI,6427010.0,-34.7184291570686,-58.577751528605
1,BUENOS AIRES,5,La Matanza,24,La Tablada,SI,SI,SI,SI,None,SI,SI,SI,SI,6427010.0,-34.6870536689657,-58.5256123986254
1,BUENOS AIRES,5,La Matanza,25,Lomas Del Mirador,SI,SI,SI,SI,None,SI,SI,SI,SI,6427010.0,-34.6656949723622,-58.5331553311677
1,BUENOS AIRES,5,La Matanza,26,Rafael Castillo,SI,SI,SI,SI,None,SI,SI,SI,SI,6427010.0,-34.7132054583486,-58.6258365121679
1,BUENOS AIRES,6,Pilar,27,Pilar,SI,SI,SI,SI,SI,SI,SI,SI,SI,6638040.0,-34.4663318396358,-58.9227197887079
1,BUENOS AIRES,6,Pilar,28,Presidente Derqui,SI,SI,None,SI,None,SI,SI,SI,SI,6638040.0,-34.4928616935261,-58.8416985218723
1,BUENOS AIRES,6,Pilar,29,Roberto De Vicenzo,None,None,None,None,None,None,None,SI,SI,6638040.0,-34.4369652784326,-58.7669941785147
1,BUENOS AIRES,6,Pilar,30,Santa Teresa,None,None,None,None,SI,None,None,SI,SI,6638040.0,-34.4366914158447,-58.7573470164393
1,BUENOS AIRES,6,Pilar,31,Tortuguitas,None,None,None,SI,SI,SI,None,SI,SI,6638040.0,-34.4578061717121,-58.76209072062
1,BUENOS AIRES,6,Pilar,32,Villa Astolfi,None,SI,None,SI,None,SI,None,SI,SI,6638040.0,-34.4858983446269,-58.8768335703823
1,BUENOS AIRES,6,Pilar,33,Villa Rosa,SI,SI,SI,SI,None,SI,SI,SI,SI,6638040.0,-34.4077327133185,-58.8539345779841
1,BUENOS AIRES,7,Tigre,34,Tigre,SI,SI,None,SI,SI,SI,SI,SI,SI,6805010.0,-34.4266925110065,-58.5779717541318
1,BUENOS AIRES,8,Tordillo,35,General Conesa,SI,SI,None,None,None,SI,SI,SI,SI,6812010.0,-36.5208587437818,-57.3249371025508
1,BUENOS AIRES,8,Tordillo,36,Villa Roch,None,None,None,None,None,SI,None,SI,SI,6812010.0,-36.4735206430311,-57.3384090004103
1,BUENOS AIRES,9,Tornquist,37,Chasicó,None,None,None,None,None,None,SI,None,None,6819010.0,-38.3352258409739,-62.6424099899733
1,BUENOS AIRES,9,Tornquist,38,Saldungaray,SI,None,None,None,None,None,SI,SI,SI,6819020.0,-38.2028131038038,-61.7678925154653
1,BUENOS AIRES,9,Tornquist,39,Sierra de la Ventana,None,SI,None,SI,None,None,SI,SI,SI,6819030.0,-38.1366716139365,-61.7956860399239
1,BUENOS AIRES,9,Tornquist,40,Tornquist,SI,SI,None,SI,SI,None,SI,SI,SI,6819040.0,-38.0989983131157,-62.2218091270044
1,BUENOS AIRES,9,Tornquist,41,Tres Picos,None,None,None,None,None,None,None,None,SI,6819050.0,-38.2867749310339,-62.2073117423093
1,BUENOS AIRES,9,Tornquist,42,Villa Serrana La Gruta,None,SI,None,None,None,None,None,None,None,6819060.0,-38.0568266332177,-62.0782618310425
1,BUENOS AIRES,9,Tornquist,43,Villa Ventana,SI,None,None,None,None,None,SI,None,SI,6819070.0,-38.0795765714478,-61.9311383483155
1,BUENOS AIRES,10,Trenque Lauquen,44,30 de Agosto,None,SI,None,SI,None,None,SI,SI,SI,6826040.0,-36.2779720057322,-62.5453088654651
2,SAN LUIS,11,Junín,45,Cerrito Blanco,None,None,None,None,None,None,None,None,None,74049080.0,-32.2359503198865,-65.2293786067878
3,CABA,12,COMUNA 01,46,CONSTITUCION,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,-34.6250478642294,-58.384387226424
4,CORDOBA,13,San Justo,47,Seeber,SI,None,None,None,None,None,None,None,SI,14140380.0,-30.9239726451413,-61.9737374276269
4,CORDOBA,13,San Justo,48,Toro Pujio,SI,None,None,None,None,None,SI,None,None,14140390.0,-31.1090401829574,-62.9876506224993
4,CORDOBA,13,San Justo,49,Tránsito,SI,None,None,None,None,SI,SI,SI,SI,14140400.0,-31.4251109532295,-63.1954038579264
4,CORDOBA,13,San Justo,50,Trinchera,None,None,None,None,None,None,None,None,None,14140070.0,-31.9472621856778,-62.8197328817386
4,CORDOBA,13,San Justo,51,Villa Concepción del Tío,None,SI,None,None,None,SI,SI,SI,SI,14140420.0,-31.3224689015774,-62.8144745758859
4,CORDOBA,13,San Justo,52,Villa del Tránsito,None,None,None,None,None,SI,None,None,None,14140430.0,-31.4474037687006,-63.1940139744669
4,CORDOBA,13,San Justo,53,Villa San Esteban,None,None,None,None,None,SI,None,None,None,14140440.0,-31.6335474004986,-62.896766816574
3,CABA,14,COMUNA 11,54,VILLA SANTA RITA,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,-34.6161936201559,-58.4829573518477
5,LA PAMPA,15,Hucal,55,Abramo,None,None,None,SI,None,SI,None,None,None,42077010.0,-37.8943313295474,-63.8515025914131
5,LA PAMPA,15,Hucal,56,Bernasconi,SI,None,None,SI,SI,SI,SI,SI,SI,42077020.0,-37.9020681912485,-63.7450793526802
5,LA PAMPA,15,Hucal,57,General San Martín (Est. Villa Alba),None,None,None,SI,None,SI,SI,SI,SI,42077030.0,-37.9785301335454,-63.6065854529977
5,LA PAMPA,15,Hucal,58,Hucal,None,None,None,None,None,None,None,None,None,42077040.0,-37.7849629183535,-64.0306677804584
5,LA PAMPA,15,Hucal,59,Jacinto Arauz,None,None,None,SI,SI,SI,SI,SI,SI,42077050.0,-38.0837587172211,-63.4321816643775
5,LA PAMPA,16,Lihuel Calel,60,Cuchillo Co,None,None,None,SI,SI,None,None,None,SI,42084010.0,-38.3336784745408,-64.6422526958764
4,CORDOBA,17,Santa María,61,Alta Gracia,SI,SI,None,SI,None,SI,SI,SI,SI,14147010.0,-31.6576798267691,-64.4288214061936
4,CORDOBA,17,Santa María,62,Anisacate,SI,None,None,None,None,SI,SI,None,None,14147020.0,-31.7231378713901,-64.4144863418681
4,CORDOBA,17,Santa María,63,Barrio Gilbert,None,None,None,None,None,None,None,None,None,14147030.0,-31.4426508165936,-64.3178623084579
4,CORDOBA,17,Santa María,64,Barrio Las Quintas,None,None,None,None,None,None,None,SI,None,14147220.0,-31.5502925188794,-64.4334256167366
4,CORDOBA,17,Santa María,65,Barrio Villa del Parque,None,None,None,None,None,None,None,None,None,14147280.0,-31.7772193262534,-64.532077974826
4,CORDOBA,17,Santa María,66,Bouwer,None,None,None,None,None,None,SI,SI,SI,14147050.0,-31.557666956067,-64.194465844878
4,CORDOBA,17,Santa María,67,Campos del Virrey,None,None,None,SI,None,None,None,None,None,14147055.0,-31.5854354142154,-64.3439770074277
4,CORDOBA,17,Santa María,68,Caseros Centro,None,None,None,None,None,None,None,None,SI,14147060.0,-31.5292561486201,-64.1688666057858
4,CORDOBA,17,Santa María,69,Causana,None,None,None,None,None,None,None,None,None,14147065.0,-31.4637911559576,-64.4124514041777
4,CORDOBA,17,Santa María,70,Costa Azul,None,None,None,None,None,None,None,SI,SI,14147070.0,-31.7247289371172,-64.3939272186065
4,CORDOBA,17,Santa María,71,Despeñaderos,SI,None,None,SI,None,SI,SI,SI,SI,14147080.0,-31.8170515932731,-64.2889894059973
4,CORDOBA,17,Santa María,72,Dique Chico,None,None,None,None,None,None,None,None,None,14147090.0,-31.751852051978,-64.3627643049016
4,CORDOBA,17,Santa María,73,El Potrerillo,None,None,None,None,None,None,None,SI,SI,14147095.0,-31.6456181955204,-64.481617153406
4,CORDOBA,17,Santa María,74,Falda del Cañete,None,None,None,None,None,None,None,SI,None,14147100.0,-31.5345237877237,-64.4559553621678
4,CORDOBA,17,Santa María,75,Falda del Carmen,None,None,None,None,None,None,SI,None,SI,14147110.0,-31.5854632680747,-64.4548814536225
4,CORDOBA,17,Santa María,76,José de la Quintana,None,None,None,None,None,None,None,None,SI,14147115.0,-31.8034930461757,-64.418856525597
4,CORDOBA,17,Santa María,77,La Boca del Río,None,None,None,None,None,None,SI,None,None,14147120.0,-31.8374172963205,-64.4336411746815
4,CORDOBA,17,Santa María,78,La Carbonada,None,None,None,None,None,None,None,None,SI,14147130.0,-31.5285694623422,-64.0712556356294
4,CORDOBA,17,Santa María,79,La Cumbrecita,None,None,None,None,None,SI,SI,None,None,14147280.0,-31.898333,-64.773333
4,CORDOBA,17,Santa María,80,La Donosa,None,None,None,None,None,SI,None,None,None,14147280.0,-31.6430306930417,-64.3453826897825
4,CORDOBA,17,Santa María,81,La Paisanita,SI,None,None,None,None,None,SI,None,SI,14147150.0,-31.7194206060414,-64.4779150030479
5,LA PAMPA,18,Limay Mahuida,82,La Reforma,None,None,None,None,SI,SI,SI,None,SI,42091010.0,-37.5520049423349,-66.2268538972728
5,LA PAMPA,18,Limay Mahuida,83,Limay Mahuida,None,None,None,None,SI,SI,None,None,None,42091020.0,-37.1597120530545,-66.6745400356471
5,LA PAMPA,19,Loventué,84,Carro Quemado,None,None,None,SI,SI,SI,SI,None,None,42098010.0,-36.47556498406,-65.3429160249895
5,LA PAMPA,19,Loventué,85,Loventué,None,None,None,SI,None,None,SI,None,None,42098020.0,-36.1887459763907,-65.2899702728719
5,LA PAMPA,19,Loventué,86,Luan Toro,None,None,None,None,SI,SI,SI,None,SI,42098030.0,-36.2016818772905,-65.0972782402489
5,LA PAMPA,19,Loventué,87,Telén,None,None,None,SI,SI,SI,SI,None,SI,42098040.0,-36.2640564040186,-65.5097731802402
5,LA PAMPA,19,Loventué,88,Victorica,None,None,None,SI,SI,SI,SI,SI,SI,42098050.0,-36.2048593679219,-65.4403752727095
5,LA PAMPA,20,Maracó,89,Agustoni,None,None,None,None,None,SI,SI,None,None,42105010.0,-35.7811018772957,-63.3932493460357
5,LA PAMPA,20,Maracó,90,Dorila,None,None,None,SI,None,SI,SI,None,None,42105020.0,-35.7763229509013,-63.716840693317
5,LA PAMPA,20,Maracó,91,General Pico,SI,SI,SI,SI,SI,SI,SI,SI,SI,42105030.0,-35.6633805937206,-63.760929267739
5,LA PAMPA,20,Maracó,92,Speluzzi,None,None,None,SI,None,SI,SI,None,SI,42105040.0,-35.547293621716,-63.8200403343494
5,LA PAMPA,20,Maracó,93,Trebolares,None,None,None,None,None,None,None,None,None,42105050.0,-35.5855840986961,-63.5887521403772
5,LA PAMPA,21,Puelén,1,25 de Mayo,None,None,None,SI,None,SI,SI,SI,SI,42112020.0,-37.7697053748681,-67.7172958236186
5,LA PAMPA,21,Puelén,94,Casa de Piedra,None,None,None,None,None,SI,None,None,None,42112005.0,-38.2230515311115,-67.1709263654639
6,RIO NEGRO,2,9 de Julio,95,Ministro Ramos Mexía,None,None,None,SI,SI,SI,None,None,None,62049030.0,-40.5085400133825,-67.2619207148835
6,RIO NEGRO,2,9 de Julio,96,Prahuaniyeu,None,None,None,None,SI,None,SI,None,None,62049040.0,-41.3591519247092,-67.9314763422669
6,RIO NEGRO,2,9 de Julio,97,Sierra Colorada,None,None,None,SI,SI,SI,None,None,SI,62049050.0,-40.5850993527615,-67.7555445864448
6,RIO NEGRO,2,9 de Julio,98,Treneta,None,None,None,None,None,SI,None,None,None,62049060.0,-40.8508277432449,-66.9816846927042
6,RIO NEGRO,2,9 de Julio,99,Yaminué,None,None,None,None,None,SI,None,None,None,62049070.0,-40.8429274507992,-67.1922500656909
6,RIO NEGRO,22,Adolfo Alsina,100,Bahía Creek,None,None,None,None,None,None,None,None,None,62007010.0,-41.0954235915941,-63.9092240856567
6,RIO NEGRO,22,Adolfo Alsina,101,El Cóndor,None,None,None,None,None,SI,SI,SI,SI,62007020.0,-41.043074401021,-62.8212339732456
6,RIO NEGRO,22,Adolfo Alsina,102,El Juncal,None,None,None,None,None,None,None,None,None,62007030.0,-40.8040464324129,-63.119258465235
6,RIO NEGRO,22,Adolfo Alsina,103,Guardia Mitre,None,None,None,SI,SI,SI,SI,SI,SI,62007040.0,-40.4302951883973,-63.6719140103256
6,RIO NEGRO,22,Adolfo Alsina,104,La Lobería,None,None,None,None,None,None,None,None,None,62007050.0,-41.1541008885686,-63.1234800366544
6,RIO NEGRO,22,Adolfo Alsina,105,Loteo Costa de Río,None,None,None,None,None,None,None,None,None,62007060.0,-40.8722977227525,-62.9146635826372
6,RIO NEGRO,22,Adolfo Alsina,106,Pozo Salado,None,None,None,None,None,None,None,None,None,62007070.0,-41.0178488120515,-64.1403933053127
6,RIO NEGRO,22,Adolfo Alsina,107,San Javier,None,None,None,None,SI,SI,SI,None,None,62007080.0,-40.7472509496074,-63.2646524967149
6,RIO NEGRO,22,Adolfo Alsina,108,Viedma,SI,SI,SI,SI,SI,SI,SI,SI,SI,62007090.0,-40.8093232712389,-62.9853203682712
6,RIO NEGRO,23,Avellaneda,109,Barrio Unión,None,None,None,None,None,None,None,None,None,62014010.0,-39.1585373145235,-66.1856066477135
6,RIO NEGRO,23,Avellaneda,110,Chelforó,None,None,None,None,None,None,None,None,None,62014020.0,-39.0881631155042,-66.5209546613811
6,RIO NEGRO,23,Avellaneda,111,Chimpay,None,None,None,SI,SI,None,None,SI,SI,62014030.0,-39.1651527318617,-66.1447069274027
6,RIO NEGRO,23,Avellaneda,112,Choele Choel,SI,SI,SI,SI,SI,SI,SI,SI,SI,62014040.0,-39.2884543350453,-65.663280823108
7,SANTA FE,2,9 de Julio,113,Pozo Borrado,None,None,None,None,None,SI,SI,None,SI,82077060.0,-28.9399423031181,-61.7055999743386
7,SANTA FE,2,9 de Julio,114,San Bernardo,None,None,None,None,None,SI,SI,None,None,82077065.0,-28.6300342810186,-61.5069219893981
7,SANTA FE,2,9 de Julio,115,Santa Margarita,None,None,None,None,SI,SI,SI,None,None,82077070.0,-28.3149549140447,-61.550329937355
7,SANTA FE,2,9 de Julio,116,Tostado,SI,SI,None,None,SI,SI,SI,SI,SI,82077080.0,-29.2344732488739,-61.7719824163622
7,SANTA FE,2,9 de Julio,117,Villa Minetti,None,None,None,None,SI,SI,SI,SI,SI,82077090.0,-28.6247095403571,-61.6279859869967
7,SANTA FE,24,Belgrano,118,Armstrong,SI,None,None,SI,None,SI,SI,SI,SI,82007010.0,-32.7846557002825,-61.605481877095
7,SANTA FE,24,Belgrano,119,Bouquet,SI,None,None,SI,None,SI,SI,None,SI,82007020.0,-32.4247998561473,-61.8903345863257
7,SANTA FE,24,Belgrano,120,Las Parejas,SI,None,None,SI,None,SI,SI,SI,SI,82007030.0,-32.6826842550048,-61.5185798347876
7,SANTA FE,24,Belgrano,121,Las Rosas,SI,SI,None,SI,None,SI,SI,SI,SI,82007040.0,-32.4785768176046,-61.5748036822531
7,SANTA FE,24,Belgrano,122,Montes de Oca,SI,None,None,SI,SI,SI,SI,None,None,82007050.0,-32.567997020224,-61.7680762352029
2,SAN LUIS,11,Junín,123,Cerro de Oro,SI,SI,None,SI,None,SI,SI,None,None,74049020.0,-32.3851963369856,-64.9859436108737
2,SAN LUIS,11,Junín,124,El Duraznito,None,None,None,None,None,None,None,None,None,74049040.0,-32.31004,-65.27742028
2,SAN LUIS,11,Junín,125,La Chilca,None,None,None,None,None,None,None,None,None,74049040.0,-32.41118937,-65.30673087
2,SAN LUIS,11,Junín,126,La Lomita,None,None,None,None,None,None,None,None,None,74049050.0,-32.0611870301487,-65.2978339370276
2,SAN LUIS,11,Junín,127,Lafinur,None,None,None,None,None,SI,None,None,SI,74049030.0,-32.0621151953791,-65.3496815467824
2,SAN LUIS,11,Junín,128,Las Palomas,None,None,None,None,None,None,None,None,None,74049050.0,-32.06323545,-65.4731808
2,SAN LUIS,11,Junín,129,Los Cajones,None,None,None,None,None,SI,SI,None,None,74049040.0,-32.0257513048361,-65.3749361476641
2,SAN LUIS,11,Junín,130,Los Lobos,None,None,None,None,None,None,None,None,None,74049040.0,-32.46252534,-65.26989048
2,SAN LUIS,11,Junín,131,Los Molles,None,None,None,SI,None,SI,SI,None,None,74049050.0,-32.4395447509138,-65.0106822684226
2,SAN LUIS,11,Junín,132,Merlo,SI,SI,None,SI,None,SI,SI,SI,SI,74049060.0,-32.3425391142336,-65.0141372032908
2,SAN LUIS,11,Junín,133,Ojo Del Rio,None,None,None,None,None,None,None,None,None,74049040.0,-32.43187893,-65.20010896
2,SAN LUIS,11,Junín,134,Santa Ana,None,None,None,None,None,None,None,None,None,74049050.0,-32.0392215406428,-65.3934632838914
2,SAN LUIS,11,Junín,135,Santa Rosa del Conlara,SI,None,None,SI,None,SI,SI,SI,SI,74049070.0,-32.3423081509941,-65.2071206614116
2,SAN LUIS,11,Junín,136,Talita,None,None,None,None,SI,SI,None,None,None,74049080.0,-32.2481203088315,-65.5838734087874
2,SAN LUIS,25,La Capital,137,Alto Pelado,None,None,None,None,None,SI,None,None,None,74056010.0,-33.8425029072214,-66.1375993056552
2,SAN LUIS,25,La Capital,138,Alto Pencoso,None,None,None,SI,None,SI,None,None,SI,74056020.0,-33.4306363842929,-66.9279669116981
2,SAN LUIS,25,La Capital,139,Balde,None,None,None,SI,SI,SI,None,None,None,74056030.0,-33.3432695635018,-66.626047423873
2,SAN LUIS,25,La Capital,140,Beazley,None,None,None,None,None,SI,None,None,None,74056040.0,-33.757734110106,-66.6459600305752
2,SAN LUIS,25,La Capital,141,San Luis,SI,SI,SI,SI,SI,SI,SI,SI,SI,74056150.0,-33.3023139659883,-66.3360877357358
2,SAN LUIS,25,La Capital,142,San Roque,None,None,None,None,None,None,None,SI,SI,74056070.0,-33.2720248979515,-66.2276619762377
2,SAN LUIS,25,La Capital,143,Santa Rosa,None,None,None,None,None,None,None,None,None,74056070.0,-33.6369138718007,-66.4190419424644
2,SAN LUIS,25,La Capital,144,Varela,None,None,None,None,None,SI,None,None,None,74056140.0,-34.12261759,-66.46370684
2,SAN LUIS,25,La Capital,145,Zanjitas,None,None,None,None,None,SI,None,None,None,74056160.0,-33.8022746844103,-66.415462549085
2,SAN LUIS,26,Libertador Grl. San Martín,146,Barranca Alta,None,None,None,None,None,None,None,None,None,74063050.0,-32.3300123695206,-65.6358594482736
2,SAN LUIS,26,Libertador Grl. San Martín,147,Cabeza De Novillo,None,None,None,None,None,None,None,None,None,74063050.0,-32.38119255,-65.38616592
2,SAN LUIS,26,Libertador Grl. San Martín,148,Casa De Los Tigres,None,None,None,None,None,None,None,None,None,74063050.0,-32.32432436,-65.55541004
2,SAN LUIS,26,Libertador Grl. San Martín,149,El Estanquito,None,None,None,None,None,None,None,None,None,74063050.0,-32.512546681399,-65.768145317185
2,SAN LUIS,26,Libertador Grl. San Martín,150,El Paraguay,None,None,None,None,None,None,None,None,None,74063020.0,-32.7635126293313,-65.6587252495687
2,SAN LUIS,26,Libertador Grl. San Martín,151,El Paraiso,None,None,None,None,None,None,None,None,None,74063050.0,-32.57970728,-65.68763951
2,SAN LUIS,26,Libertador Grl. San Martín,152,El Puesto,None,None,None,None,None,SI,None,None,None,74063050.0,-32.34642911,-65.46720015
2,SAN LUIS,26,Libertador Grl. San Martín,153,La Cocha,None,None,None,None,None,None,None,None,None,74063010.0,-32.62628611,-65.4195124
2,SAN LUIS,26,Libertador Grl. San Martín,154,La Ramada,None,None,None,None,None,SI,None,None,None,74063020.0,-32.69361676,-65.57906863
2,SAN LUIS,26,Libertador Grl. San Martín,155,La Totora,None,None,None,None,None,None,None,None,None,74063020.0,-32.68103703,-65.81152823
2,SAN LUIS,26,Libertador Grl. San Martín,156,La Vertiente,None,None,None,None,SI,SI,None,None,None,74063010.0,-32.7975027746267,-65.75689743163
2,SAN LUIS,26,Libertador Grl. San Martín,157,Las Aguadas,None,None,None,None,None,SI,None,None,None,74063020.0,-32.3763580460128,-65.5012041382003
2,SAN LUIS,26,Libertador Grl. San Martín,158,Las Chacras,None,None,None,None,SI,SI,None,None,None,74063030.0,-32.5435132286539,-65.7446386901217
2,SAN LUIS,26,Libertador Grl. San Martín,159,Las Lagunas,None,None,None,None,None,SI,None,None,None,74063040.0,-32.6298120296294,-65.551144128608
2,SAN LUIS,26,Libertador Grl. San Martín,160,Los Comederos,None,None,None,None,None,None,None,None,None,74063020.0,-32.7289421728431,-65.7305490571348
2,SAN LUIS,26,Libertador Grl. San Martín,161,Mesilla Del Cura,None,None,None,None,None,None,None,None,None,74063050.0,-32.44741394,-65.82632991
2,SAN LUIS,26,Libertador Grl. San Martín,162,Paso Grande,None,None,None,SI,None,SI,SI,None,None,74063050.0,-32.8769737284291,-65.6345301522077
2,SAN LUIS,26,Libertador Grl. San Martín,163,Planta De Sandia,None,None,None,None,None,None,None,None,None,74063020.0,-32.76799349,-65.54885162
2,SAN LUIS,26,Libertador Grl. San Martín,164,Potrerillo,None,None,None,None,None,SI,None,None,None,74063060.0,-32.671401244488,-65.6626272217675
1,BUENOS AIRES,6,Pilar,165,Zelaya,SI,SI,None,None,None,SI,SI,SI,SI,6638040.0,-34.3657182841794,-58.893696088678
1,BUENOS AIRES,27,Pinamar,166,Carilo,None,None,None,None,None,None,None,SI,SI,6644010.0,-37.1641593745618,-56.9027914378095
1,BUENOS AIRES,27,Pinamar,167,Ostende,None,None,None,None,None,None,None,SI,SI,6644010.0,-37.1300477581888,-56.8833984697828
1,BUENOS AIRES,27,Pinamar,168,Pinamar,SI,SI,None,SI,SI,None,SI,SI,SI,6644010.0,-37.0777448860202,-56.8437227435213
1,BUENOS AIRES,27,Pinamar,169,Valeria Del Mar,None,None,None,None,None,None,None,SI,SI,6644010.0,-37.1445557771803,-56.890291998877
1,BUENOS AIRES,28,Presidente Perón,170,Barrio America Unida,None,None,None,None,None,None,None,SI,SI,6648010.0,-34.886197581853,-58.41733483734
1,BUENOS AIRES,28,Presidente Perón,171,Guernica,SI,SI,SI,SI,None,SI,SI,SI,SI,6648010.0,-34.9230592108536,-58.3650272662643
1,BUENOS AIRES,29,Puán,172,17 de Agosto,None,None,None,None,None,None,SI,None,None,6651040.0,-37.9086924428976,-62.9360284730803
1,BUENOS AIRES,29,Puán,173,Azopardo,None,None,None,None,None,None,None,None,None,6651010.0,-37.7017920523646,-62.9006764415683
1,BUENOS AIRES,29,Puán,174,Bordenave,None,None,None,SI,SI,SI,SI,None,None,6651020.0,-37.8028181597411,-63.0425144041162
1,BUENOS AIRES,29,Puán,175,Darregueira,SI,SI,SI,SI,None,SI,SI,SI,SI,6651030.0,-37.6857562622736,-63.1595663902141
1,BUENOS AIRES,29,Puán,176,Estela,None,None,None,None,None,None,None,None,None,6651050.0,-38.1080950084855,-62.9129041375994
8,TIERRA DEL FUEGO,30,Río Grande,177,Río Grande,SI,SI,SI,SI,SI,SI,SI,SI,SI,94007010.0,-53.7870473449159,-67.7132350718047
8,TIERRA DEL FUEGO,30,Río Grande,178,Tolhuin,SI,None,None,SI,SI,SI,SI,SI,SI,94007020.0,-54.5113867546733,-67.195804463563
8,TIERRA DEL FUEGO,31,Ushuaia,179,Laguna Escondida,None,None,None,None,SI,None,None,SI,SI,94014010.0,-54.6376860828691,-67.766940855265
8,TIERRA DEL FUEGO,31,Ushuaia,180,Ushuaia,SI,SI,SI,SI,SI,SI,SI,SI,SI,94014020.0,-54.8036404601709,-68.3160624772532
9,TUCUMAN,32,Burruyacú,181,7 de Abril,None,None,None,None,SI,SI,None,None,None,90007080.0,-26.2918847472245,-64.5005128631092
9,TUCUMAN,32,Burruyacú,182,Barrio San Jorge,None,None,None,None,None,None,None,None,None,90007010.0,-26.6843396000243,-65.0481349066456
9,TUCUMAN,32,Burruyacú,183,El Chañar,None,None,None,None,None,None,SI,SI,SI,90007020.0,-26.7583605607957,-65.0693888917573
9,TUCUMAN,32,Burruyacú,184,El Naranjo,None,None,None,None,None,None,None,None,None,90007030.0,-26.6571859218044,-65.0483602838482
9,TUCUMAN,32,Burruyacú,185,Garmendia,None,None,None,None,None,SI,SI,None,SI,90007040.0,-26.5736893005766,-64.5576861101138
9,TUCUMAN,32,Burruyacú,154,La Ramada,None,None,None,None,None,None,SI,SI,SI,90007050.0,-26.6881473308745,-64.9464369337093
9,TUCUMAN,32,Burruyacú,186,Macomitas,None,None,None,None,None,None,None,SI,SI,90007060.0,-26.7303436942447,-65.0113600491402
9,TUCUMAN,32,Burruyacú,187,Piedrabuena,None,None,None,None,None,SI,None,SI,SI,90007070.0,-26.7398606901892,-64.6493040222716
