Id_Provincia,Provincia,Fecha,Accesos por cada 100 hab
3,Catamarca,2017-12-31,7.28060041922938
4,Chaco,2017-12-31,8.23450197946808
5,Chubut,2017-12-31,15.7758159308052
6,Córdoba,2017-12-31,19.3908577867931
7,Corrientes,2017-12-31,8.56226362030962
8,Entre Ríos,2017-12-31,14.3176351801836
9,Formosa,2017-12-31,5.41406007215144
10,Jujuy,2017-12-31,5.81583543877829
11,La Pampa,2017-12-31,23.4099297739188
12,La Rioja,2017-12-31,13.7279656603595
13,Mendoza,2017-12-31,9.30028099444051
14,Misiones,2017-12-31,8.48278947789551
15,Neuquén,2017-12-31,18.2308851652642
16,Río Negro,2017-12-31,15.1878136627227
17,Salta,2017-12-31,9.63881653575366
18,San Juan,2017-12-31,7.71852860282045
19,San Luis,2017-12-31,3.0299272402738
20,Santa Cruz,2017-12-31,8.60382164860814
21,Santa Fe,2017-12-31,19.405680474329
22,Santiago Del Estero,2017-12-31,7.22868794966673
23,Tierra Del Fuego,2017-12-31,17.7584933530281
24,Tucumán,2017-12-31,9.8832869606512
1,Buenos Aires,2017-09-30,17.9358709735921
2,Capital Federal,2017-09-30,51.2444496511116
3,Catamarca,2017-09-30,8.26509123497419
4,Chaco,2017-09-30,8.01210373802466
5,Chubut,2017-09-30,14.1673718358536
6,Córdoba,2017-09-30,19.0769539156083
7,Corrientes,2017-09-30,8.4702126705405
8,Entre Ríos,2017-09-30,13.741494179292
9,Formosa,2017-09-30,5.43429504811395
10,Jujuy,2017-09-30,5.79114280051213
11,La Pampa,2017-09-30,22.7808079768561
12,La Rioja,2017-09-30,13.7006510798107
13,Mendoza,2017-09-30,9.96432346586244
14,Misiones,2017-09-30,8.22783358937152
15,Neuquén,2017-09-30,18.1084813517863
16,Río Negro,2017-09-30,14.9243619077237
17,Salta,2017-09-30,9.64942748439008
18,San Juan,2017-09-30,8.24511556549592
19,San Luis,2017-09-30,4.42980917494065
20,Santa Cruz,2017-09-30,9.90736656374063
21,Santa Fe,2017-09-30,19.1521648988496
22,Santiago Del Estero,2017-09-30,8.71651583615132
23,Tierra Del Fuego,2017-09-30,19.4927643968679
24,Tucumán,2017-09-30,9.83344845550024
1,Buenos Aires,2017-06-30,18.1041564810005
2,Capital Federal,2017-06-30,52.236738675121
3,Catamarca,2017-06-30,6.60818568741958
4,Chaco,2017-06-30,7.76358719866201
5,Chubut,2017-06-30,10.8971148834405
6,Córdoba,2017-06-30,18.0566153106088
7,Corrientes,2017-06-30,8.26516561613311
8,Entre Ríos,2017-06-30,13.5716635856636
9,Formosa,2017-06-30,5.08181870616855
10,Jujuy,2017-06-30,5.72941710564843
11,La Pampa,2017-06-30,20.9208113683245
12,La Rioja,2017-06-30,4.31364137112834
13,Mendoza,2017-06-30,8.86323196292613
14,Misiones,2017-06-30,8.19626218117457
15,Neuquén,2017-06-30,18.4306345952835
16,Río Negro,2017-06-30,14.1565144707972
17,Salta,2017-06-30,7.9299418666242
18,San Juan,2017-06-30,6.86906267170671
19,San Luis,2017-06-30,2.72299969919519
20,Santa Cruz,2017-06-30,7.81200042630289
21,Santa Fe,2017-06-30,16.4365192755623
22,Santiago Del Estero,2017-06-30,3.50415323861831
23,Tierra Del Fuego,2017-06-30,20.3013051150784
24,Tucumán,2017-06-30,9.45982373143856
1,Buenos Aires,2017-03-31,18.8048550310117
2,Capital Federal,2017-03-31,45.687714654171
3,Catamarca,2017-03-31,6.52734131816727
4,Chaco,2017-03-31,7.65022534015797
5,Chubut,2017-03-31,10.9325033920258
6,Córdoba,2017-03-31,17.6522425706022
7,Corrientes,2017-03-31,8.14778714678486
8,Entre Ríos,2017-03-31,13.4274342450088
9,Formosa,2017-03-31,5.05059092168821
10,Jujuy,2017-03-31,5.81976940765058
11,La Pampa,2017-03-31,20.64904971243
12,La Rioja,2017-03-31,4.31144439366078
13,Mendoza,2017-03-31,8.88670624572537
14,Misiones,2017-03-31,8.04171321055632
15,Neuquén,2017-03-31,18.1662540084548
16,Río Negro,2017-03-31,14.1589456556382
17,Salta,2017-03-31,7.89012629128218
18,San Juan,2017-03-31,6.88739031200583
19,San Luis,2017-03-31,2.73198352638775
20,Santa Cruz,2017-03-31,7.89382704275053
21,Santa Fe,2017-03-31,16.3422547458363
22,Santiago Del Estero,2017-03-31,3.648850889801
23,Tierra Del Fuego,2017-03-31,20.4354867056667
24,Tucumán,2017-03-31,9.38885279995182
1,Buenos Aires,2016-12-31,18.5786407358338
2,Capital Federal,2016-12-31,45.7837382772723
3,Catamarca,2016-12-31,6.7208130408733
4,Chaco,2016-12-31,7.65324009589054
5,Chubut,2016-12-31,10.959254911599
6,Córdoba,2016-12-31,17.5712914597652
7,Corrientes,2016-12-31,8.11989603111693
8,Entre Ríos,2016-12-31,13.4519827391907
9,Formosa,2016-12-31,5.02928480990009
10,Jujuy,2016-12-31,5.75880438439226
11,La Pampa,2016-12-31,20.6707608364078
12,La Rioja,2016-12-31,4.35056208536871
13,Mendoza,2016-12-31,8.91094173348024
14,Misiones,2016-12-31,8.04702456742802
15,Neuquén,2016-12-31,17.9932474938908
16,Río Negro,2016-12-31,14.1702506094807
17,Salta,2016-12-31,7.86548754842606
18,San Juan,2016-12-31,6.91328731665229
19,San Luis,2016-12-31,2.74102682939389
20,Santa Cruz,2016-12-31,7.94078021526284
21,Santa Fe,2016-12-31,16.3450119715011
22,Santiago Del Estero,2016-12-31,3.71972042933157
23,Tierra Del Fuego,2016-12-31,20.5713238639236
24,Tucumán,2016-12-31,9.34955339748364
1,Buenos Aires,2016-09-30,18.2953085979519
2,Capital Federal,2016-09-30,45.854720267722
3,Catamarca,2016-09-30,6.72059087375157
4,Chaco,2016-09-30,7.7068778032764
5,Chubut,2016-09-30,11.0411695849893
6,Córdoba,2016-09-30,17.7855048043124
7,Corrientes,2016-09-30,8.16172673090231
8,Entre Ríos,2016-09-30,13.5523719961486
9,Formosa,2016-09-30,4.73374802305046
10,Jujuy,2016-09-30,5.76400350138348
11,La Pampa,2016-09-30,20.2948293814121
12,La Rioja,2016-09-30,4.52988708727993
13,Mendoza,2016-09-30,8.93044444956212
14,Misiones,2016-09-30,8.12165282352103
15,Neuquén,2016-09-30,17.8621510152284
16,Río Negro,2016-09-30,14.2202015652272
17,Salta,2016-09-30,7.95537239122445
18,San Juan,2016-09-30,6.93918862981469
19,San Luis,2016-09-30,2.74724252738872
20,Santa Cruz,2016-09-30,7.93248460752977
21,Santa Fe,2016-09-30,16.5293619323644
22,Santiago Del Estero,2016-09-30,3.79448087117706
23,Tierra Del Fuego,2016-09-30,20.3071031925247
24,Tucumán,2016-09-30,9.35861636036972
1,Buenos Aires,2016-06-30,18.0986845682896
2,Capital Federal,2016-06-30,45.5937571210413
3,Catamarca,2016-06-30,6.6329805701326
4,Chaco,2016-06-30,7.64289673329407
5,Chubut,2016-06-30,11.0748247879331
6,Córdoba,2016-06-30,17.6203480143202
7,Corrientes,2016-06-30,8.05303989383131
8,Entre Ríos,2016-06-30,13.3773061346933
9,Formosa,2016-06-30,4.93043941201745
10,Jujuy,2016-06-30,5.59776138470153
11,La Pampa,2016-06-30,19.9138554042725
12,La Rioja,2016-06-30,4.49348905893409
13,Mendoza,2016-06-30,8.96594364845842
14,Misiones,2016-06-30,7.96497621687945
15,Neuquén,2016-06-30,17.5941757650438
16,Río Negro,2016-06-30,14.2242913561553
17,Salta,2016-06-30,7.77081242802712
18,San Juan,2016-06-30,6.96499758294645
19,San Luis,2016-06-30,2.74873045396768
20,Santa Cruz,2016-06-30,7.95535776752335
21,Santa Fe,2016-06-30,16.48911930902
22,Santiago Del Estero,2016-06-30,3.94345309540957
23,Tierra Del Fuego,2016-06-30,20.0813268442623
24,Tucumán,2016-06-30,9.22451233434258
1,Buenos Aires,2016-03-31,17.5350792164395
2,Capital Federal,2016-03-31,43.7577841271835
3,Catamarca,2016-03-31,6.60687952691047
4,Chaco,2016-03-31,7.52473407557994
5,Chubut,2016-03-31,11.1159314993789
6,Córdoba,2016-03-31,16.9726662396085
7,Corrientes,2016-03-31,7.94060144931573
8,Entre Ríos,2016-03-31,13.1425400956748
9,Formosa,2016-03-31,4.85805369012364
10,Jujuy,2016-03-31,5.49180026198814
11,La Pampa,2016-03-31,19.1017714242668
12,La Rioja,2016-03-31,4.49695820154003
13,Mendoza,2016-03-31,8.99056782533634
14,Misiones,2016-03-31,7.75121532265461
15,Neuquén,2016-03-31,16.6592100932178
16,Río Negro,2016-03-31,14.1492946047505
17,Salta,2016-03-31,7.61131509310719
18,San Juan,2016-03-31,6.98238758065924
19,San Luis,2016-03-31,2.75295018391838
20,Santa Cruz,2016-03-31,8.05141980281112
21,Santa Fe,2016-03-31,16.1578043492324
22,Santiago Del Estero,2016-03-31,4.03285507054127
23,Tierra Del Fuego,2016-03-31,19.6541853628346
24,Tucumán,2016-03-31,9.12710614274777
1,Buenos Aires,2015-12-31,17.6833488562859
2,Capital Federal,2015-12-31,44.8329837809894
3,Catamarca,2015-12-31,6.64339437499843
4,Chaco,2015-12-31,7.53670916277073
5,Chubut,2015-12-31,11.2055521034806
6,Córdoba,2015-12-31,17.4691679941471
7,Corrientes,2015-12-31,7.95036315669479
8,Entre Ríos,2015-12-31,13.1239623080906
9,Formosa,2015-12-31,4.83056312716579
10,Jujuy,2015-12-31,5.45834125160131
11,La Pampa,2015-12-31,19.2721612721497
12,La Rioja,2015-12-31,4.5777751342349
13,Mendoza,2015-12-31,9.01590756856533
14,Misiones,2015-12-31,7.76631710307749
15,Neuquén,2015-12-31,17.2263045298112
16,Río Negro,2015-12-31,14.1850246582903
17,Salta,2015-12-31,7.59985056808734
18,San Juan,2015-12-31,7.00715004316423
19,San Luis,2015-12-31,2.75929157725098
20,Santa Cruz,2015-12-31,8.143243109871939
21,Santa Fe,2015-12-31,16.4749431693188
22,Santiago Del Estero,2015-12-31,4.19782273142194
23,Tierra Del Fuego,2015-12-31,19.4419202409388
24,Tucumán,2015-12-31,9.12260741910043
1,Buenos Aires,2015-09-30,17.5478839831824
2,Capital Federal,2015-09-30,44.9110922281475
3,Catamarca,2015-09-30,6.56384739614516
4,Chaco,2015-09-30,7.4540202988244
5,Chubut,2015-09-30,11.2335781697583
6,Córdoba,2015-09-30,17.4307349890253
7,Corrientes,2015-09-30,7.92519113592012
8,Entre Ríos,2015-09-30,13.027710914374
9,Formosa,2015-09-30,4.78363992388097
10,Jujuy,2015-09-30,5.42345455542757
11,La Pampa,2015-09-30,19.055588379965
12,La Rioja,2015-09-30,4.55007908580606
13,Mendoza,2015-09-30,9.04240199075449
14,Misiones,2015-09-30,7.68704138427488
15,Neuquén,2015-09-30,16.1952130313712
16,Río Negro,2015-09-30,14.2198456021744
17,Salta,2015-09-30,7.52537878306051
18,San Juan,2015-09-30,7.02746288735124
19,San Luis,2015-09-30,2.76881185526522
20,Santa Cruz,2015-09-30,8.15935448203892
21,Santa Fe,2015-09-30,16.3639671637834
22,Santiago Del Estero,2015-09-30,4.2373027191788
23,Tierra Del Fuego,2015-09-30,22.0480211219742
24,Tucumán,2015-09-30,9.04046893117945
1,Buenos Aires,2015-06-30,17.325662544573
2,Capital Federal,2015-06-30,44.0848542837935
3,Catamarca,2015-06-30,6.47514486431421
4,Chaco,2015-06-30,7.34122953862533
5,Chubut,2015-06-30,11.2156780993502
6,Córdoba,2015-06-30,17.1065201027829
7,Corrientes,2015-06-30,7.79082336835569
8,Entre Ríos,2015-06-30,12.8371812612236
9,Formosa,2015-06-30,4.67347848472179
10,Jujuy,2015-06-30,5.18839248135606
11,La Pampa,2015-06-30,18.6853290469759
12,La Rioja,2015-06-30,4.49467875121494
13,Mendoza,2015-06-30,9.0682944930269
14,Misiones,2015-06-30,7.4498150149301
15,Neuquén,2015-06-30,15.8141751619626
16,Río Negro,2015-06-30,14.1434385659295
17,Salta,2015-06-30,7.3784438043808
18,San Juan,2015-06-30,7.04209707875153
19,San Luis,2015-06-30,2.77861844594083
20,Santa Cruz,2015-06-30,8.05806385021754
21,Santa Fe,2015-06-30,16.0930258586793
22,Santiago Del Estero,2015-06-30,4.24666870850714
23,Tierra Del Fuego,2015-06-30,22.0959537800472
24,Tucumán,2015-06-30,8.84118769070267
1,Buenos Aires,2015-03-31,17.241393436944
2,Capital Federal,2015-03-31,43.658724990074
3,Catamarca,2015-03-31,6.40301699079434
4,Chaco,2015-03-31,7.14308917535775
5,Chubut,2015-03-31,11.5857987745568
6,Córdoba,2015-03-31,16.7936219024859
7,Corrientes,2015-03-31,7.64256876399628
8,Entre Ríos,2015-03-31,12.6093360869829
9,Formosa,2015-03-31,4.62384901660949
10,Jujuy,2015-03-31,5.05087991347104
11,La Pampa,2015-03-31,18.332348933632
12,La Rioja,2015-03-31,4.46232446314409
13,Mendoza,2015-03-31,9.05923641753412
14,Misiones,2015-03-31,7.18848302796675
15,Neuquén,2015-03-31,15.5262500689212
16,Río Negro,2015-03-31,13.9938752623861
17,Salta,2015-03-31,7.29464296478474
18,San Juan,2015-03-31,7.03958245314213
19,San Luis,2015-03-31,2.79040145762204
20,Santa Cruz,2015-03-31,8.39189695742154
21,Santa Fe,2015-03-31,15.8327732920364
22,Santiago Del Estero,2015-03-31,4.24446895477843
23,Tierra Del Fuego,2015-03-31,22.1671547645866
24,Tucumán,2015-03-31,8.71860866450986
1,Buenos Aires,2014-12-31,17.0147634301905
2,Capital Federal,2014-12-31,43.6046206766365
3,Catamarca,2014-12-31,6.45925498005949
4,Chaco,2014-12-31,5.81368220415458
5,Chubut,2014-12-31,12.2235557846192
6,Córdoba,2014-12-31,16.6557073313017
7,Corrientes,2014-12-31,6.17465506597043
8,Entre Ríos,2014-12-31,10.7183280951834
9,Formosa,2014-12-31,4.5491629692892
10,Jujuy,2014-12-31,4.98200351211736
11,La Pampa,2014-12-31,16.8165246239874
12,La Rioja,2014-12-31,4.49690190272523
13,Mendoza,2014-12-31,9.05637770520934
14,Misiones,2014-12-31,6.54066222204155
15,Neuquén,2014-12-31,15.5286641207705
16,Río Negro,2014-12-31,13.8895301858479
17,Salta,2014-12-31,7.10378588301479
18,San Juan,2014-12-31,7.10096175461973
19,San Luis,2014-12-31,2.7819569555272
20,Santa Cruz,2014-12-31,8.15757414246012
21,Santa Fe,2014-12-31,15.6575328569008
22,Santiago Del Estero,2014-12-31,4.26296198713424
23,Tierra Del Fuego,2014-12-31,19.3418822807275
24,Tucumán,2014-12-31,8.69321535229523
1,Buenos Aires,2014-09-30,17.262998432341
2,Capital Federal,2014-09-30,43.2063995929272
3,Catamarca,2014-09-30,6.26989025279194
4,Chaco,2014-09-30,5.62775722230021
5,Chubut,2014-09-30,12.3882340714514
6,Córdoba,2014-09-30,16.5601374978714
7,Corrientes,2014-09-30,5.98628267191169
8,Entre Ríos,2014-09-30,10.4338264358501
9,Formosa,2014-09-30,4.51292526712683
10,Jujuy,2014-09-30,4.68339443034039
11,La Pampa,2014-09-30,18.3375340019153
12,La Rioja,2014-09-30,4.37903587474791
13,Mendoza,2014-09-30,8.99223693701461
14,Misiones,2014-09-30,6.39977366685188
15,Neuquén,2014-09-30,16.7266886493093
16,Río Negro,2014-09-30,14.1599328062096
17,Salta,2014-09-30,7.05354927369401
18,San Juan,2014-09-30,7.07524804156139
19,San Luis,2014-09-30,2.77005134128578
20,Santa Cruz,2014-09-30,8.34323913237982
21,Santa Fe,2014-09-30,15.4379886546179
22,Santiago Del Estero,2014-09-30,4.08216959029359
23,Tierra Del Fuego,2014-09-30,19.3443922627806
24,Tucumán,2014-09-30,8.38167843005843
1,Buenos Aires,2014-06-30,16.7949254349917
2,Capital Federal,2014-06-30,42.9747769614274
3,Catamarca,2014-06-30,6.28435543538314
4,Chaco,2014-06-30,5.60212756727661
5,Chubut,2014-06-30,12.6962893613957
6,Córdoba,2014-06-30,16.3654084204053
7,Corrientes,2014-06-30,5.94526705446853
8,Entre Ríos,2014-06-30,10.3720720658694
9,Formosa,2014-06-30,4.46486967289597
10,Jujuy,2014-06-30,4.78409543407859
11,La Pampa,2014-06-30,16.3790489033622
12,La Rioja,2014-06-30,4.39338341878784
13,Mendoza,2014-06-30,8.95860097015214
14,Misiones,2014-06-30,6.36580742599405
15,Neuquén,2014-06-30,15.1375680294983
16,Río Negro,2014-06-30,13.9465694232689
17,Salta,2014-06-30,7.00401550152647
18,San Juan,2014-06-30,7.07777106262497
19,San Luis,2014-06-30,2.78151226486048
20,Santa Cruz,2014-06-30,8.7446731811569
21,Santa Fe,2014-06-30,15.2169574282303
22,Santiago Del Estero,2014-06-30,4.14368314793901
23,Tierra Del Fuego,2014-06-30,19.0863143365562
24,Tucumán,2014-06-30,8.40948858817327
1,Buenos Aires,2014-03-31,16.692346018019
2,Capital Federal,2014-03-31,42.6550716305864
3,Catamarca,2014-03-31,6.1846145207766
4,Chaco,2014-03-31,5.55367146370263
5,Chubut,2014-03-31,12.7035901332393
6,Córdoba,2014-03-31,16.1251831437494
7,Corrientes,2014-03-31,5.89170828868197
8,Entre Ríos,2014-03-31,10.3022471048393
9,Formosa,2014-03-31,4.44446775479377
10,Jujuy,2014-03-31,4.72430277882911
11,La Pampa,2014-03-31,15.9940619540067
12,La Rioja,2014-03-31,4.35317490004406
13,Mendoza,2014-03-31,8.93331832282328
14,Misiones,2014-03-31,6.32316098194971
15,Neuquén,2014-03-31,14.8822657665075
16,Río Negro,2014-03-31,13.867842232252
