Id_Provincia,Provincia,Fecha,Accesos por cada 100 hogares
8,Entre Ríos,2017-12-31,47.8852452937468
9,Formosa,2017-12-31,21.2709766892497
10,Jujuy,2017-12-31,22.742083716267
11,La Pampa,2017-12-31,71.0497610637856
12,La Rioja,2017-12-31,51.5684744054618
13,Mendoza,2017-12-31,33.3256255341505
14,Misiones,2017-12-31,31.1421848537985
15,Neuquén,2017-12-31,61.242323177851
16,Río Negro,2017-12-31,49.3756297682453
17,Salta,2017-12-31,39.796242471459
18,San Juan,2017-12-31,30.2999291912817
19,San Luis,2017-12-31,10.5867310697542
20,Santa Cruz,2017-12-31,28.9124928828068
21,Santa Fe,2017-12-31,61.7127712196729
22,Santiago Del Estero,2017-12-31,29.1263861095011
23,Tierra Del Fuego,2017-12-31,59.8941359626362
24,Tucumán,2017-12-31,39.8968735176797
1,Buenos Aires,2017-09-30,55.6293833953396
2,Capital Federal,2017-09-30,121.858325909693
3,Catamarca,2017-09-30,32.4909256779052
4,Chaco,2017-09-30,29.9759256476576
5,Chubut,2017-09-30,46.2153774665184
6,Córdoba,2017-09-30,62.3070022529633
7,Corrientes,2017-09-30,32.165435745938
8,Entre Ríos,2017-09-30,45.9581216701772
9,Formosa,2017-09-30,21.3503843800708
10,Jujuy,2017-09-30,22.6453629950826
11,La Pampa,2017-09-30,69.1399370114264
12,La Rioja,2017-09-30,51.465252304947
13,Mendoza,2017-09-30,35.7049317772057
14,Misiones,2017-09-30,30.2059909330319
15,Neuquén,2017-09-30,60.8304131050389
16,Río Negro,2017-09-30,48.5186589395006
17,Salta,2017-09-30,39.8397008069074
18,San Juan,2017-09-30,32.3668893599598
19,San Luis,2017-09-30,15.4778617902981
20,Santa Cruz,2017-09-30,33.2918297165896
21,Santa Fe,2017-09-30,60.9063556345152
22,Santiago Del Estero,2017-09-30,35.1210448843849
23,Tierra Del Fuego,2017-09-30,65.7418047343459
24,Tucumán,2017-09-30,39.6953791612326
1,Buenos Aires,2017-06-30,56.2721441616913
2,Capital Federal,2017-06-30,124.061393756425
3,Catamarca,2017-06-30,25.9771210676835
4,Chaco,2017-06-30,29.0455247754534
5,Chubut,2017-06-30,35.5460111791441
6,Córdoba,2017-06-30,58.9735289080036
7,Corrientes,2017-06-30,31.386121368355
8,Entre Ríos,2017-06-30,45.3893310282472
9,Formosa,2017-06-30,19.965076445262
10,Jujuy,2017-06-30,22.4034158946241
11,La Pampa,2017-06-30,63.4935264809968
12,La Rioja,2017-06-30,16.2034458061436
13,Mendoza,2017-06-30,31.7586053613908
14,Misiones,2017-06-30,30.0892480250859
15,Neuquén,2017-06-30,61.9101342766616
16,Río Negro,2017-06-30,46.0208051229332
17,Salta,2017-06-30,32.7394202636262
18,San Juan,2017-06-30,26.964616120247
19,San Luis,2017-06-30,9.5139703148683
20,Santa Cruz,2017-06-30,26.2486198287096
21,Santa Fe,2017-06-30,52.2696112396987
22,Santiago Del Estero,2017-06-30,14.118988073972
23,Tierra Del Fuego,2017-06-30,68.4632207595576
24,Tucumán,2017-06-30,38.1862336563929
1,Buenos Aires,2017-03-31,58.5740024492033
2,Capital Federal,2017-03-31,108.369208365608
3,Catamarca,2017-03-31,25.6593508380215
4,Chaco,2017-03-31,28.6216605384279
5,Chubut,2017-03-31,35.662220237763
6,Córdoba,2017-03-31,57.6533295928744
7,Corrientes,2017-03-31,30.9406001096441
8,Entre Ríos,2017-03-31,44.9072736870412
9,Formosa,2017-03-31,19.8424891786459
10,Jujuy,2017-03-31,22.7569859622323
11,La Pampa,2017-03-31,62.6692810457516
12,La Rioja,2017-03-31,16.1955241460542
13,Mendoza,2017-03-31,31.8430127701797
14,Misiones,2017-03-31,29.522202363131
15,Neuquén,2017-03-31,61.0230200678275
16,Río Negro,2017-03-31,46.0295387411952
17,Salta,2017-03-31,32.5754893148231
18,San Juan,2017-03-31,27.0367609884239
19,San Luis,2017-03-31,9.5455001936789
20,Santa Cruz,2017-03-31,26.5249917378546
21,Santa Fe,2017-03-31,51.9701076920804
22,Santiago Del Estero,2017-03-31,14.7021194933686
23,Tierra Del Fuego,2017-03-31,68.9197485128813
24,Tucumán,2017-03-31,37.900160758941
1,Buenos Aires,2016-12-31,61.2365874303569
2,Capital Federal,2016-12-31,120.631331736324
3,Catamarca,2016-12-31,26.5435155899619
4,Chaco,2016-12-31,28.7866560852553
5,Chubut,2016-12-31,36.072905464279
6,Córdoba,2016-12-31,57.696719154379
7,Corrientes,2016-12-31,30.9810703764977
8,Entre Ríos,2016-12-31,45.208402854677
9,Formosa,2016-12-31,19.8482360781639
10,Jujuy,2016-12-31,22.6513870082414
11,La Pampa,2016-12-31,63.016182768654
12,La Rioja,2016-12-31,16.4553163840162
13,Mendoza,2016-12-31,32.10735338479
14,Misiones,2016-12-31,29.7201498077974
15,Neuquén,2016-12-31,60.8736672281991
16,Río Negro,2016-12-31,46.3852103506557
17,Salta,2016-12-31,32.6941197393755
18,San Juan,2016-12-31,27.2924214521971
19,San Luis,2016-12-31,9.64068243537056
20,Santa Cruz,2016-12-31,27.0467602148458
21,Santa Fe,2016-12-31,52.191050237189
22,Santiago Del Estero,2016-12-31,15.0678475104333
23,Tierra Del Fuego,2016-12-31,70.3052659053947
24,Tucumán,2016-12-31,37.9807622036193
1,Buenos Aires,2016-09-30,60.1432954546882
2,Capital Federal,2016-09-30,120.772877751015
3,Catamarca,2016-09-30,26.4806767574637
4,Chaco,2016-09-30,28.910749068481
5,Chubut,2016-09-30,36.1786944287865
6,Córdoba,2016-09-30,58.243816258032
7,Corrientes,2016-09-30,31.0668788260512
8,Entre Ríos,2016-09-30,45.4351408844733
9,Formosa,2016-09-30,18.6397083028628
10,Jujuy,2016-09-30,22.6051542652569
11,La Pampa,2016-09-30,61.7317854365091
12,La Rioja,2016-09-30,17.0745591064841
13,Mendoza,2016-09-30,32.0883588456665
14,Misiones,2016-09-30,29.9053857758982
15,Neuquén,2016-09-30,60.2148508885395
16,Río Negro,2016-09-30,46.3879653621594
17,Salta,2016-09-30,32.9558316811803
18,San Juan,2016-09-30,27.3171271359908
19,San Luis,2016-09-30,9.63053968688516
20,Santa Cruz,2016-09-30,26.8352018954507
21,Santa Fe,2016-09-30,52.6721503688625
22,Santiago Del Estero,2016-09-30,15.3296465784729
23,Tierra Del Fuego,2016-09-30,68.9404924910074
24,Tucumán,2016-09-30,37.8973634102384
1,Buenos Aires,2016-06-30,59.3385267910581
2,Capital Federal,2016-06-30,120.039535048253
3,Catamarca,2016-06-30,26.0741880597406
4,Chaco,2016-06-30,28.5935505552226
5,Chubut,2016-06-30,36.1243856555634
6,Córdoba,2016-06-30,57.5479805282864
7,Corrientes,2016-06-30,30.5801620466166
8,Entre Ríos,2016-06-30,44.7388745451874
9,Formosa,2016-06-30,19.370070664564
10,Jujuy,2016-06-30,21.8882810435767
11,La Pampa,2016-06-30,60.4368602573793
12,La Rioja,2016-06-30,16.8789026111115
13,Mendoza,2016-06-30,32.1259717944259
14,Misiones,2016-06-30,29.239512823022
15,Neuquén,2016-06-30,59.098285533662
16,Río Negro,2016-06-30,46.2401130781274
17,Salta,2016-06-30,32.081726025082
18,San Juan,2016-06-30,27.3407815140911
19,San Luis,2016-06-30,9.60373385160232
20,Santa Cruz,2016-06-30,26.7289117253198
21,Santa Fe,2016-06-30,52.4364772593711
22,Santiago Del Estero,2016-06-30,15.8889250473061
23,Tierra Del Fuego,2016-06-30,67.7182428825529
24,Tucumán,2016-06-30,37.2356828933842
1,Buenos Aires,2016-03-31,57.3359078225411
2,Capital Federal,2016-03-31,115.160058888848
3,Catamarca,2016-03-31,25.9102179811905
4,Chaco,2016-03-31,28.0751464477524
5,Chubut,2016-03-31,36.0927055378499
6,Córdoba,2016-03-31,55.2830927837402
7,Corrientes,2016-03-31,30.0807850041331
8,Entre Ríos,2016-03-31,43.8459681446623
9,Formosa,2016-03-31,19.0418783694349
10,Jujuy,2016-03-31,21.410011288564
11,La Pampa,2016-03-31,57.8408686550453
12,La Rioja,2016-03-31,16.8335183724942
13,Mendoza,2016-03-31,32.1233388880128
14,Misiones,2016-03-31,28.3676525909563
15,Neuquén,2016-03-31,55.7539370042541
16,Río Negro,2016-03-31,45.8351263870833
17,Salta,2016-03-31,31.3155459711532
18,San Juan,2016-03-31,27.3307941100043
19,San Luis,2016-03-31,9.58634628277021
20,Santa Cruz,2016-03-31,26.86586252145
21,Santa Fe,2016-03-31,51.2773408540762
22,Santiago Del Estero,2016-03-31,16.205749206822
23,Tierra Del Fuego,2016-03-31,65.8330416313501
24,Tucumán,2016-03-31,36.7247713663659
1,Buenos Aires,2015-12-31,58.2918218273372
2,Capital Federal,2015-12-31,118.130363211538
3,Catamarca,2015-12-31,26.2394517885919
4,Chaco,2015-12-31,28.3505662351414
5,Chubut,2015-12-31,36.8901782778659
6,Córdoba,2015-12-31,57.3648817660792
7,Corrientes,2015-12-31,30.3364314453388
8,Entre Ríos,2015-12-31,44.108548073001
9,Formosa,2015-12-31,19.0654915167863
10,Jujuy,2015-12-31,21.4714737939107
11,La Pampa,2015-12-31,58.7563372001228
12,La Rioja,2015-12-31,17.3157786484107
13,Mendoza,2015-12-31,32.4889524950014
14,Misiones,2015-12-31,28.6866588915424
15,Neuquén,2015-12-31,58.2893377687955
16,Río Negro,2015-12-31,46.4394811149431
17,Salta,2015-12-31,31.5934926480719
18,San Juan,2015-12-31,27.6648539357743
19,San Luis,2015-12-31,9.70576898450631
20,Santa Cruz,2015-12-31,27.7447690664797
21,Santa Fe,2015-12-31,52.6080897858581
22,Santiago Del Estero,2015-12-31,17.0049780380361
23,Tierra Del Fuego,2015-12-31,66.4622043362379
24,Tucumán,2015-12-31,37.0621732832959
1,Buenos Aires,2015-09-30,57.6886810560801
2,Capital Federal,2015-09-30,118.28921116432
3,Catamarca,2015-09-30,25.8637811846376
4,Chaco,2015-09-30,27.9630727934794
5,Chubut,2015-09-30,36.8118099146332
6,Córdoba,2015-09-30,57.0834037895185
7,Corrientes,2015-09-30,30.167412409019
8,Entre Ríos,2015-09-30,43.6771816352633
9,Formosa,2015-09-30,18.8367517737853
10,Jujuy,2015-09-30,21.2703333470887
11,La Pampa,2015-09-30,57.9639597509152
12,La Rioja,2015-09-30,17.1511294420325
13,Mendoza,2015-09-30,32.4919958318665
14,Misiones,2015-09-30,28.3063450934369
15,Neuquén,2015-09-30,54.5993148967112
16,Río Negro,2015-09-30,46.3891866567451
17,Salta,2015-09-30,31.1759452128584
18,San Juan,2015-09-30,27.66538565566
19,San Luis,2015-09-30,9.70650326873876
20,Santa Cruz,2015-09-30,27.6060609834294
21,Santa Fe,2015-09-30,52.1459547408435
22,Santiago Del Estero,2015-09-30,17.1188225313532
23,Tierra Del Fuego,2015-09-30,74.8584578403385
24,Tucumán,2015-09-30,36.6103595277426
1,Buenos Aires,2015-06-30,56.8028056143921
2,Capital Federal,2015-06-30,116.066270918604
3,Catamarca,2015-06-30,25.4534180446982
4,Chaco,2015-06-30,27.4645393883995
5,Chubut,2015-06-30,36.5824672045848
6,Córdoba,2015-06-30,55.8691635078182
7,Corrientes,2015-06-30,29.5840126681085
8,Entre Ríos,2015-06-30,42.9319790164588
9,Formosa,2015-06-30,18.3602672052786
10,Jujuy,2015-06-30,20.2872190775949
11,La Pampa,2015-06-30,56.7076652253
12,La Rioja,2015-06-30,16.8831909819638
13,Mendoza,2015-06-30,32.4919958318665
14,Misiones,2015-06-30,27.3476824488217
15,Neuquén,2015-06-30,53.1173365932314
16,Río Negro,2015-06-30,45.9761201343233
17,Salta,2015-06-30,30.4611238427009
18,San Juan,2015-06-30,27.6430534204585
19,San Luis,2015-06-30,9.70797183720366
20,Santa Cruz,2015-06-30,27.0722450274482
21,Santa Fe,2015-06-30,51.1765389086788
22,Santiago Del Estero,2015-06-30,17.1105666329829
23,Tierra Del Fuego,2015-06-30,74.5078743166472
24,Tucumán,2015-06-30,35.6877056091873
1,Buenos Aires,2015-03-31,56.3704843302674
2,Capital Federal,2015-03-31,114.896997148903
3,Catamarca,2015-03-31,25.1094663307876
4,Chaco,2015-03-31,26.6495912203056
5,Chubut,2015-03-31,37.6127806859079
6,Córdoba,2015-03-31,54.6973465018821
7,Corrientes,2015-03-31,28.9501912819093
8,Entre Ríos,2015-03-31,42.0651933735121
9,Formosa,2015-03-31,18.1227036739718
10,Jujuy,2015-03-31,19.6897136326236
11,La Pampa,2015-03-31,55.5080323273377
12,La Rioja,2015-03-31,16.7032017874138
13,Mendoza,2015-03-31,32.3658875605183
14,Misiones,2015-03-31,26.3056041051906
15,Neuquén,2015-03-31,51.9544367381025
16,Río Negro,2015-03-31,45.3269490720278
17,Salta,2015-03-31,30.0097882334428
18,San Juan,2015-03-31,27.5531927597664
19,San Luis,2015-03-31,9.71604896376059
20,Santa Cruz,2015-03-31,27.9948639434945
21,Santa Fe,2015-03-31,50.2444947593192
22,Santiago Del Estero,2015-03-31,17.0558169911586
23,Tierra Del Fuego,2015-03-31,74.2349517001027
24,Tucumán,2015-03-31,35.0786068853898
1,Buenos Aires,2014-12-31,56.0943365301975
2,Capital Federal,2014-12-31,114.896765508016
3,Catamarca,2014-12-31,25.513779082748
4,Chaco,2014-12-31,21.8707832002322
5,Chubut,2014-12-31,40.2492746845027
6,Córdoba,2014-12-31,54.696896793323
7,Corrientes,2014-12-31,23.5624309927751
8,Entre Ríos,2014-12-31,36.0254708519679
9,Formosa,2014-12-31,17.9563113616952
10,Jujuy,2014-12-31,19.5994181805212
11,La Pampa,2014-12-31,51.2731334522286
12,La Rioja,2014-12-31,17.0107508872361
13,Mendoza,2014-12-31,32.6383818761503
14,Misiones,2014-12-31,24.1624306055883
15,Neuquén,2014-12-31,52.5549896972496
16,Río Negro,2014-12-31,45.478062751204
17,Salta,2014-12-31,29.534861619578
18,San Juan,2014-12-31,28.0371457145607
19,San Luis,2014-12-31,9.7863933663512
20,Santa Cruz,2014-12-31,27.8026789696523
21,Santa Fe,2014-12-31,49.9996230234827
22,Santiago Del Estero,2014-12-31,17.2692015836451
23,Tierra Del Fuego,2014-12-31,66.1378194733832
24,Tucumán,2014-12-31,35.3208751693282
1,Buenos Aires,2014-09-30,56.754739164071
2,Capital Federal,2014-09-30,113.800512332415
3,Catamarca,2014-09-30,24.7061213053276
4,Chaco,2014-09-30,21.1126667052624
5,Chubut,2014-09-30,40.5986709442745
6,Córdoba,2014-09-30,54.2336102829994
7,Corrientes,2014-09-30,22.7875350351524
8,Entre Ríos,2014-09-30,34.981647333713
9,Formosa,2014-09-30,17.7713148314683
10,Jujuy,2014-09-30,18.3685342155704
11,La Pampa,2014-09-30,55.7812017385042
12,La Rioja,2014-09-30,16.5067132740672
13,Mendoza,2014-09-30,32.3131795616557
14,Misiones,2014-09-30,23.5673569543455
15,Neuquén,2014-09-30,56.3954110270698
16,Río Negro,2014-09-30,46.1961871578301
17,Salta,2014-09-30,29.2226843537979
18,San Juan,2014-09-30,27.8542444781027
19,San Luis,2014-09-30,9.71121075967275
20,Santa Cruz,2014-09-30,28.231942904275
21,Santa Fe,2014-09-30,49.1958844455727
22,Santiago Del Estero,2014-09-30,16.4922039083019
23,Tierra Del Fuego,2014-09-30,65.6861020447619
24,Tucumán,2014-09-30,33.9437558222181
1,Buenos Aires,2014-06-30,55.0614169514339
2,Capital Federal,2014-06-30,113.14335247541
3,Catamarca,2014-06-30,24.7031188600584
4,Chaco,2014-06-30,20.9579963674944
5,Chubut,2014-06-30,41.4102098199126
6,Córdoba,2014-06-30,53.448126115626
7,Corrientes,2014-06-30,22.5756130032436
8,Entre Ríos,2014-06-30,34.6874323714598
9,Formosa,2014-06-30,17.5404117548517
10,Jujuy,2014-06-30,18.7060609994136
11,La Pampa,2014-06-30,49.7075961603446
12,La Rioja,2014-06-30,16.5025648163457
13,Mendoza,2014-06-30,32.0982381502412
14,Misiones,2014-06-30,23.3677476012998
15,Neuquén,2014-06-30,50.8427490584487
16,Río Negro,2014-06-30,45.3349103201463
17,Salta,2014-06-30,28.9145940008629
18,San Juan,2014-06-30,27.7826978179589
19,San Luis,2014-06-30,9.71791019987182
20,Santa Cruz,2014-06-30,29.3770071530543
21,Santa Fe,2014-06-30,48.3903513867014
22,Santiago Del Estero,2014-06-30,16.6955673473544
23,Tierra Del Fuego,2014-06-30,64.3560451715994
24,Tucumán,2014-06-30,33.9445268856823
1,Buenos Aires,2014-03-31,54.5700728794398
2,Capital Federal,2014-03-31,112.254122789269
3,Catamarca,2014-03-31,24.2517512545856
4,Chaco,2014-03-31,20.7185388638408
5,Chubut,2014-03-31,41.2352180797243
6,Córdoba,2014-03-31,52.5178475440063
7,Corrientes,2014-03-31,22.3167167138389
8,Entre Ríos,2014-03-31,34.3671218212502
9,Formosa,2014-03-31,17.4184510793687
10,Jujuy,2014-03-31,18.4153524468777
11,La Pampa,2014-03-31,48.425321038282
12,La Rioja,2014-03-31,16.2941048158375
13,Mendoza,2014-03-31,31.9131229866058
14,Misiones,2014-03-31,23.1365386484773
15,Neuquén,2014-03-31,49.7916051913856
16,Río Negro,2014-03-31,44.9139571317885
